Location,Name,Score
Saint Mary's,Gaels,85
St. Francis (PA),Red Flash,68
-,-,-
UT Arlington,Mavericks,85
Loyola Marymount,Lions,80
-,-,-
BYU,Cougars,91
Mississippi Valley State,Delta Devils,61
-,-,-
Portland,Pilots,75
Portland St,Vikings,80
-,-,-
