Location,Name,Score
UC Santa Barbara,Gauchos,85
North Dakota St,Bison,66
-,-,-
South Dakota,Coyotes,87
Mayville State,Comets,59
-,-,-
Western Illinois,Leathernecks,109
St. Mary's (MN),Cardinals,68
-,-,-
