Location,Name,Score
Fairfield,Stags,80
Pennsylvania,Quakers,72
-,-,-
Quinnipiac,Bobcats,78
Dartmouth,Big Green,77
-,-,-
Brown,Bears,106
Johnson & Wales (RI),Wildcats,78
-,-,-
