Location,Name,Score
Saint Mary's,Gaels,85
St. Francis (PA),Red Flash,68
-,-,-
Duquesne,Dukes,80
St. Francis (BKN),Terriers,70
-,-,-
NJIT,Highlanders,49
Wagner,Seahawks,60
-,-,-
