Location,Name,Score
Florida Gulf Coast,Eagles,98
Illinois State,Redbirds,87
-,-,-
NJIT,Highlanders,49
Wagner,Seahawks,60
-,-,-
Michigan,Wolverines,86
North Florida,Ospreys,66
-,-,-
